genre,playlist_name,playlist_id,track_name,artists,track_id,album,album_release,popularity,duration_ms
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,5URfZHMlUWTWxPvvSBWcPk,Double Fantasy,1980-11-17,73,245693
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Baby Was the Devil,Robert Francis,3PyfFzuQvGV4pB81wSk2Hx,Heaven,2014-06-03,0,131906
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Tomorrow,Shakey Graves,47KDDZgFiX1w6RFOuLXsSn,Tomorrow,2016-09-02,1,240586
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Sound & Color,Alabama Shakes,3wrqiZJKMSpLBvgFJfFOp1,Sound & Color,2015-04-21,0,183293
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Let The Light In (feat. Father John Misty),"Lana Del Rey, Father John Misty",4qG7hWhljsqqENL5PaLA2z,Did you know that there's a tunnel under Ocean Blvd,2023-03-24,78,278126
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,All We Ever Do Is Talk,Del Water Gap,0UqKPaKqC3tWU4o8BB7owl,I Miss You Already + I Haven’t Left Yet,2023-09-29,64,226133
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Frances,ROLE MODEL,01VATSJaCq2JZneLFkIKBN,Kansas Anymore,2024-07-19,62,232360
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,"I Love You, I'm Sorry",Gracie Abrams,51rfRCiUSvxXlCSCfIztBy,The Secret of Us,2024-06-21,87,157146
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Kilby Girl,The Backseat Lovers,1170VohRSx6GwE6QDCHPPH,When We Were Friends,2019-01-27,76,282205
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Vienna,Billy Joel,4U45aEWtQhrm8A5mxPaFZ7,The Stranger (Legacy Edition),1977,84,214240
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Pretty Girls Make Graves - 2011 Remaster,The Smiths,3wUMcPzXcmaeW8QxTdyXQO,The Smiths,1984-02-20,69,223253
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Reflecting Light,Sam Phillips,7DDcNAaRQm1cyDeJ4yLafO,A Boot and a Shoe,2004-04-27,60,197066
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,0iOZM63lendWRTTeKhZBSC,Bookends,1968-04-03,74,247420
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Where The Colors Don't Go,Sam Phillips,1101DfjFvPkPdIpUcmWvee,Cruel Inventions,1991-01-01,49,181106
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Not Allowed,TV Girl,3IznIgmXtrUaoPWpQTy5jB,Who Really Cares,2016-02-25,83,167864
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,We're Going to Be Friends,The White Stripes,13lZDbwonGhOflQLQIfdtZ,White Blood Cells,2001-07-03,69,140178
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,We'll Never Have Sex,Leith Ross,4Do3s3aivnqbUAvUEDEsAG,To Learn,2023-05-19,72,100716
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Come Over And Love Me,Love Spells,6MvuLjhCLJYqeV2pgZb5Mo,Come Over And Love Me,2022-12-25,53,161266
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Somebody Else,The 1975,5hc71nKsUgtwQ3z52KEKQk,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,73,347520
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Sweet,Cigarettes After Sex,6ilc4vQcwMPlvAHFfsTGng,Cigarettes After Sex,2017-06-09,8,292110
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Funeral,Phoebe Bridgers,3rJDsZjIaCfJQSqRUvl0BM,Stranger in the Alps,2017-09-22,71,232373
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,0WQiDwKJclirSYG9v5tayI,The Queen Is Dead,1986-06-16,84,244586
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,anything,Adrianne Lenker,4PwWESSlTwzvw9B7bmtTLS,songs,2020-10-23,80,202047
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Sun Bleached Flies,Ethel Cain,6fKIyDJHZ9m84jRhSmpuwS,Preacher’s Daughter,2022-05-12,65,456026
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Skinny Love,Bon Iver,3B3eOgLJSqPEA0RfboIQVM,"For Emma, Forever Ago",2008-02-19,75,238520
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Rivers and Roads,The Head And The Heart,3z7kvwJVRfA4HCOfm9ngog,The Head And The Heart,2011-01-11,1,284000
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Back to the Old House - 2011 Remaster,The Smiths,6LUGvXEAK8WxIBYK43uoTb,Louder Than Bombs,1987,82,186626
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Genesis,Grimes,2cyLCuYnTA0zcdxYW9O3Yk,Genesis,2012-02-20,61,255320
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,How to disappear,Lana Del Rey,4qUtC2BwFC154Ha8YQRrkk,Norman Fucking Rockwell!,2019-08-30,72,228071
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,American Teenager,Ethel Cain,4ltqfN12ohaVZdM6C45gMg,Preacher’s Daughter,2022-05-12,69,258418
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,My Stove's on Fire,Robert Lester Folsom,1rQeb39RWb5BaRqsxTTccU,Music and Dreams,2014-10-21,0,168173
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,"See You Later, I'm Gone",Robert Lester Folsom,4p6GZUl0cxYCTYw0gokzUW,Ode to a Rainy Day: Archives 1972-1975,2014-10-21,0,273306
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,September - Recorded at The Tracking Room Nashville,Taylor Swift,5eGX87IiKsGuzS3iw4CfCX,Spotify Singles,2018-04-13,56,187823
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Natural,Shelly,6VLjdregMReJhKp2r32IWo,Shelly,2020-10-30,64,163764
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Lost in My Mind,The Head And The Heart,3n263SWk3jGYfGMxHIRukn,The Head And The Heart,2011-01-11,0,259120
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Motel 6,River Whyless,6hUTzxvNiJ1c0lYqgoOTBW,"Kindness, A Rebel",2018-06-08,67,195126
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,The 59th Street Bridge Song (Feelin' Groovy),Simon & Garfunkel,0dzbfio3qTYG9uk40SJNcr,"Parsley, Sage, Rosemary And Thyme",1966-10-10,56,106711
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,The Gold - Phoebe Bridgers Version,"Manchester Orchestra, Phoebe Bridgers",7qcXUzPwoxSBFxjTbNrV0B,The Gold (Phoebe Bridgers Version),2018-07-13,72,233226
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Love Songs,Clairo,7wei8Hb9DxoVKUOIIAhDEQ,Love Songs,2024-10-09,63,178352
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Witches,Alice Phoebe Lou,5BBK1WoaiD3b3sJ2UysLuM,Witches,2020-03-13,2,195078
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Season Of The Witch,Lana Del Rey,5DSi7heBC8eTIFROBvttnp,"Season Of The Witch (From The Motion Picture ""Scary Stories To Tell In The Dark"")",2019-08-09,71,247147
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Never Let You Go,Nick Wagen,111UrekIjXWtnUkBXostKm,Never Let You Go,2024-04-19,5,230400
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,She Calls Me Back (with Kacey Musgraves),"Noah Kahan, Kacey Musgraves",0p1hBWPaSxUDTSa32PyhnU,She Calls Me Back (with Kacey Musgraves),2023-10-06,61,243962
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,then i met her,EKKSTACY,5sFIYKbII6QzRT57hCza5Z,NEGATIVE,2021-11-12,54,138306
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,The Only Living Boy in New York,Simon & Garfunkel,5MbXzXGbqobR8xPVPs8OXA,Bridge Over Troubled Water,1970-01-26,64,241721
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Banana Pancakes,Jack Johnson,451GvHwY99NKV4zdKPRWmv,In Between Dreams,2005-01-01,71,191906
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Angela,The Lumineers,5bodDpPolC3xlame0SVcDY,Cleopatra,2016-04-08,0,201785
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Kids,Current Joys,6cMMZ2pdP4PkYsVJqX2WUh,Kids,2015-03-08,77,269142
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Insomniac,"Memo Boy, Chakra Efendi",2klj0StczYde6WUHBJo5F6,Songs & Demos 2015-2017,2021-06-04,75,212307
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Sundown,Gordon Lightfoot,0SjnBEHZVXgCKvOrpvzL2k,Sundown,1974,74,213400
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Dancing in the Moonlight,King Harvest,0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,1973-01-01,75,181133
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,"Clair de Lune, L. 32","Claude Debussy, Martin Jones",5u5aVJKjSMJr4zesMPz7bL,Debussy: Clair De Lune and Other Piano Favourites,1994,67,268000
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Black Magic Woman - 2018 Master,Fleetwood Mac,6y5eBHh57iYViDkK4Hn6R7,The Pious Bird of Good Omen,1969-08-15,53,172693
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Witchy Woman - 2013 Remaster,Eagles,436yrzQWA32vb1sTZKXg9r,Eagles (2013 Remaster),1972-06-01,66,250888
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Here's Where The Story Ends,The Sundays,67Tp0vRSc3yJU0z1UQMD7B,"Reading, Writing And Arithmetic",1990,65,234927
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Amas Veritas,Alan Silvestri,20iP6vxSoQRgq00W2hHKn9,Practical Magic (Music From The Motion Picture),1998-10-06,52,155613
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Spring Into Summer,Lizzy McAlpine,6oCXDaFZYL7sHnowv6pdXb,Older (and Wiser),2024-10-04,78,262518
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,6BrMEbPSSj55nQhkgf6DnE,Hatful of Hollow,1984,79,112706
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Eyes Without A Face,Billy Idol,0pUVeEgZuNyFzIMKp67RbS,Rebel Yell,1983-11-01,84,299240
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Blue Monday '88,New Order,31MOjWj3CT3dCQsMV2b8Wu,The Best of New Order,1994-01-01,68,244720
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Clay Pigeons,Michael Cera,1iXp4QHhu4JCRrPX5aZ2yr,True That,2014-08-13,61,186015
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Sunday,The Cranberries,4zEvxRDaKDoFlHxK7Hy0wg,"Everybody Else Is Doing It, So Why Can't We?",1993-03-01,71,211066
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Amsterdam,Gregory Alan Isakov,7iQmjnDXYngWGsbjVnDc1U,The Weatherman,2013-07-09,73,198640
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Gypsy,Fleetwood Mac,19Ym5Sg0YyOCa6ao21bdoG,Greatest Hits,1988-11-21,78,264906
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Northern Attitude,Noah Kahan,4O2rRsoSPb5aN7N3tG6Y3v,Stick Season,2022-10-14,80,267256
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Velvet Ring - 2023 Remaster,Big Thief,3oBNQdDbNrs8wQbcZ3BXwP,Masterpiece (2023 Remaster),2016,77,155938
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Hey Lover,The Daughters Of Eve,0bhwnn2xqnBUcMZDcXNuII,Hey Lover / Stand by Me,1966-02-05,67,144000
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Still Beating,Mac DeMarco,4LpUpiYoZ2M3Z1kmhn4EQo,This Old Dog,2017-05-05,73,181586
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,The Chain - 2004 Remaster,Fleetwood Mac,5e9TFTbltYBg2xThimr0rU,Rumours (Super Deluxe),1977-02-04,87,270213
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,When the Sun Hits,Slowdive,0oxYB9GoOIDrdzniNdKC44,Souvlaki,1993,78,285906
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Fly,Djo,4joZxzOYenOcfhCMLPxvLE,The Crux,2025-04-04,54,325020
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Ladyfingers,Herb Alpert & The Tijuana Brass,7ubd6wvhN4TKMwQUy6hR69,Whipped Cream & Other Delights,1965-04-01,66,164546
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Augusta,Gracie Abrams,35h0oVv5uf0WPNMaFAmNXS,This Is What It Feels Like,2021-11-12,54,237758
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Sexy to Someone,Clairo,2Nq4SFbvYYZa8AF7lD7CWU,Sexy to Someone,2024-05-23,62,207795
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,My October,The Folks,2eFzgP9WX3HeedGFSaUBFx,My October,2025-10-03,48,124041
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Eyes on Fire - Re-Recorded,"Blue Foundation, Kirstine Stubbe Teglbjærg",7qBZb3cvNzeg3My5amZ4N0,Eyes on Fire,2015-11-01,42,298882
o,songs that feel like fall 🍂,4Eaqv2ZjzoQmG0myohWtYi,Falling in Love at a Coffee Shop,Landon Pigg,1KHdq8NK9QxnGjdXb55NiG,The Boy Who Never,2009-09-28,54,244986
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,"You're A Mean One, Mr. Grinch","Tyler, The Creator",5xQskDSiHQeoebxoprn3HL,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),2018-11-09,69,108986
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,I Am the Grinch (feat. Fletcher Jones),"Tyler, The Creator, Fletcher Jones",5TVQdlY5H99BSAciKixBSt,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),2018-11-09,62,157813
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas Is,Run–D.M.C.,3RKTqqFjubSWCLolPqy4hY,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),2018-11-09,0,199520
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Deck The Halls,Jackie Wilson,6ndjW40EVOBC58DUunKaQs,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),2018-11-09,0,76280
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Little Saint Nick - 1991 Remix,The Beach Boys,5xlS0QkVrSH7ssEbBgBzbM,The Beach Boys' Christmas Album,1964-11-09,76,118840
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,A Holly Jolly Christmas,Burl Ives,77khP2fIVhSW23NwxrRluh,Have A Holly Jolly Christmas,1965-10-01,80,135533
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,Merry Christmas From Brenda Lee,1964-10-19,90,126266
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,It's the Most Wonderful Time of the Year,Andy Williams,1IcR6RlgvDczfvoWJSSY2A,The Andy Williams Christmas Album,1963,75,151000
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Zat You Santa Claus,Buster Poindexter And His Banshees Of Blue,6xMLe7U2SbmGTbikFzFcr7,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),2018-11-09,0,167506
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas In Hollis,Run–D.M.C.,25VsqdSQmrnzDo6W2dr54t,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),2018-11-09,0,178106
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,The Christmas Song (Merry Christmas to You) - 1996 Remaster,Nat King Cole,43LB5hnjmqVkiTDSH6nQbQ,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),2018-11-09,0,189773
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Faith Hill,1msuiw6pnXYfxZ7Edyit9U,Dr. Seuss' How The Grinch Stole Christmas,2000-01-01,68,247040
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,"Whoville Medley: Perfect Christmas Night / Grinch - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Trans-Siberian Orchestra,4um0heePEqTnmMNmN5h3l0,Dr. Seuss' How The Grinch Stole Christmas,2000-01-01,41,299800
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2uFaJJtFpPDc5Pa95XzTvg,A Winter Romance,1959-01-01,87,117146
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Feliz Navidad,José Feliciano,0oPdaY4dXtc3ZsaG17V972,Feliz Navidad,2002-09-24,79,181794
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas (Baby Please Come Home),Darlene Love,46pF1zFimM582ss1PrMy68,A Christmas Gift For You From Phil Spector,1963,77,170143
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Believe,Josh Groban,2vJAjPkVMPKkR3xd2wacZa,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],2004-11-02,69,258399
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Deck The Halls,The Lumineers,29Pf9AzgYQnVPKyz5bU6K3,Deck The Halls,2023-11-28,0,124000
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Silent Night,Mariah Carey,1sFWEpf1aPYN576LS1aa4Y,Merry Christmas,1994-10-28,64,221927
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,Merry Christmas,1994-10-28,92,241562
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,O Holy Night,Mariah Carey,3B7FO3kJ5kv3mX7yiaB7sT,Merry Christmas,1994-10-28,69,267463
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas (Baby Please Come Home),Mariah Carey,3PIDciSFdrQxSQSihim3hN,Merry Christmas,1994-10-28,79,155492
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Miss You Most (At Christmas Time),Mariah Carey,1uQRAiaDstq15Vd52ryoI7,Merry Christmas,1994-10-28,58,273513
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Joy to the World,Mariah Carey,2OggiWqL8exckT6kOrcDuA,Merry Christmas,1994-10-28,59,260167
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Jesus Born on This Day,Mariah Carey,6AoXseJVabZFmKEYjQCXPS,Merry Christmas,1994-10-28,56,222651
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Santa Claus Is Comin' to Town,Mariah Carey,1f2lkuLldqRzvaFjJdjGXX,Merry Christmas,1994-10-28,70,204553
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Hark! The Herald Angels Sing / Gloria (In Excelsis Deo),Mariah Carey,74VQqRHWXDUyErPqwdeG5D,Merry Christmas,1994-10-28,58,180864
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Jesus Oh What a Wonderful Child,Mariah Carey,7zAoR3Od28Xj97fTLgnaGi,Merry Christmas,1994-10-28,54,266627
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,It's Beginning to Look a Lot like Christmas,Michael Bublé,1rv46mRwDqMEhOBZ7vODg3,Christmas (Deluxe Special Edition),2011-10-24,21,207199
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Santa Claus Is Coming to Town,Michael Bublé,7Ivelh8N9J25Yj9KKxYj6w,Christmas (Deluxe Special Edition),2011-10-24,12,171806
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,All I Want for Christmas Is You,Michael Bublé,5S8rkSt8wio92kjIOjbJ0U,Christmas (Deluxe Special Edition),2011-10-24,8,174085
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Holly Jolly Christmas,Michael Bublé,67mgz7S5y7hnCE63YBjfO6,Christmas (Deluxe Special Edition),2011-10-24,20,121526
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Have Yourself a Merry Little Christmas,Michael Bublé,4QMEcIbG9GtSrkbvk7Pswd,Christmas (Deluxe Special Edition),2011-10-24,12,232106
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,"Main Title ""Somewhere in My Memory"" (From ""Home Alone"" Soundtrack)",John Williams,1FlxqJmoZWS2q1uRlyZVur,Home Alone (Original Motion Picture Soundtrack),1990,67,293533
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,"Holiday Flight (From ""Home Alone"" Soundtrack)",John Williams,1GcMtIabM5cijTS7HVfSjn,Home Alone (Original Motion Picture Soundtrack),1990,54,58706
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,"Carol of the Bells (From ""Home Alone"" Soundtrack)",John Williams,4tHqQMWSqmL6YjXwsqthDI,Home Alone (Original Motion Picture Soundtrack),1990,82,85266
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,3sBnSBnzpEYKpJYGsAIbup,Christmas Eve and Other Stories,1996-10-15,72,205333
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas Canon,Trans-Siberian Orchestra,0O4vuJynWVVdyvoHvZtnk3,The Christmas Attic,1998-09-15,66,257986
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Wizards in Winter - Instrumental,Trans-Siberian Orchestra,3dvhNq0P4rNaFqmj21jKF5,The Lost Christmas Eve,2004,61,185933
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,A Mad Russian's Christmas - Instrumental,Trans-Siberian Orchestra,4yrvnhXDys0DTs2yTqpLBJ,Christmas Eve and Other Stories,1996-10-15,58,282466
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas Time Is Here,Vince Guaraldi Trio,3bMfUUpzUzqWp9II00yRhE,Charlie Brown Holiday Hits,1998-01-01,75,163093
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,"Baby, It's Cold Outside","Zooey Deschanel, Leon Redbone",0rzY0whyLE68ENX7mvoHAN,Elf (Music from the Major Motion Picture),2003-11-04,63,212426
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Last Christmas,Wham!,38p8YDx5gepOiK4SnEfoB4,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,2019-11-08,68,264960
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas at Hogwarts,John Williams,4WPw9shOzxaA4cWws44Xjd,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,2001-10-30,59,175533
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,What Christmas Means To Me,Stevie Wonder,1V0qqWBbIWt8hlAjxTZedR,Mono Singles,2019-10-25,57,148146
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",27RYrbL6S02LNVhDWVl38b,Signature Box,2010-10-05,83,214333
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,I Want a Hippopotamus for Christmas (Hippo the Hero),Gayla Peevey,5P8Xvy5tzhmfyfA6GplQ8h,I Want a Hippopotamus for Christmas (Hippo the Hero),1953-11-11,74,155466
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,It's a Marshmallow World,Jo Stafford,07IAc4rBedblbuD0eXNLUY,Presenting Jo Stafford,1943-04-14,48,130332
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Last Christmas,Taylor Swift,2IprIjGNRlj3TfqUWCAo0C,The Taylor Swift Holiday Collection,2008-12-02,62,208253
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmases When You Were Mine,Taylor Swift,1g09DZjQ7yBommCT6POY2n,The Taylor Swift Holiday Collection,2008-12-02,53,184253
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Santa Baby,Taylor Swift,71IScwIe7bcIlpnlkbKVQw,The Taylor Swift Holiday Collection,2008-12-02,55,158600
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Silent Night,Taylor Swift,1cJkUN5LAotktryx2nPCr7,The Taylor Swift Holiday Collection,2008-12-02,50,209893
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Christmas Must Be Something More,Taylor Swift,31JVjy3XWnh6C2zf4kLCXN,The Taylor Swift Holiday Collection,2008-12-02,52,232146
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,White Christmas,Taylor Swift,7GZ3KDorsc1yWndEtzGTjf,The Taylor Swift Holiday Collection,2008-12-02,52,154000
u,The Ultimate Christmas List,3ByqEKJMfr4XiuTldtrEDi,Mistletoe,Justin Bieber,7xapw9Oy21WpfEcib2ErSA,Under The Mistletoe (Deluxe Edition),2011-01-01,85,182946
