genre,playlist_name,playlist_id,track_name,artists,track_id,album,album_release,popularity,duration_ms
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,That Boi,Cherish,1FrL9qTBqw5v7g9WEV9jrt,Unappreciated,2006-01-01,41,262240
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,Shake Ya Ass (feat. Pharrell Williams),"Mystikal, Pharrell Williams",1jRzdY7oUBOhrylNtiMtBD,Let's Get Ready,2000-09-26,63,256972
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,Rumors,Lindsay Lohan,3KnjerEPMolLapVo2wdgz6,Speak,2004-01-01,56,196306
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,Bust It Open,Lil Wil,7dJTX26gYEl9eYwSN44IbL,"Dolla$, TX",2008-06-03,61,256533
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,When the Last Time,Clipse,0EXm0iaB0CzqtsB3VaupXj,Lord Willin',2002-04-01,52,254306
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,I'm Sprung,T-Pain,0DLOyyQvwPTSDKuhpzMMwA,Rappa Ternt Sanga (Expanded Edition),2005-12-06,72,231040
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,Move Shake Drop Remix,Dj Laz,1BlmLXZiECobtN8SI8vb3L,Category 6,2008-07-29,59,190573
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,Girl's Around The World - Radio Version,"Lloyd, Lil Wayne",6fju5NbZznZRZDfP7mpZ56,Lessons In Love,2008-01-01,55,229800
c,clubbing like it's the 2000's,4TvVpoyxF9kmnu1GLikiQp,I Like That,"Houston, Chingy, Nate Dogg, I-20",4MMqj7HaLL8BphbBZnlsdq,It's Already Written,2004-01-01,61,236520
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Domino,Jessie J,6MAdEUilV2p9RQUqE5bMAK,Who You Are (Platinum Edition),2011-01-01,68,231693
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Hot N Cold,Katy Perry,1y4eb6hmAvsqlDOl3fx9kk,One Of The Boys,2008-06-17,73,220226
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Bad Romance,Lady Gaga,0SiywuOBRcynK0uKGWdCnn,The Fame Monster (Deluxe Edition),2009-11-05,86,294573
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Disturbia,Rihanna,2VOomzT6VavJOGBeySqaMc,Good Girl Gone Bad: Reloaded,2008-06-02,82,238626
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Blow,Kesha,3pYDZTJM2tVBUhIRifWVzI,Cannibal (Expanded Edition),2010-11-19,76,219973
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",3ZFTkvIE7kyPt6Nu3PEa7V,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,31,218093
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Love Me Like You Do,Ellie Goulding,0Cy7wt6IlRfBPHXXjmZbcP,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,75,253520
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Heart Attack,Demi Lovato,1V6gIisPpYqgFeWbMLI0bA,Demi,2013-01-01,81,210840
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,One Of The Boys,2008-06-17,71,179640
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Neon Lights,Demi Lovato,34MJ07N9Bhu6iKPaxSVnCT,Demi,2013-01-01,62,233173
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Everytime We Touch,Cascada,5YJtMNWKe55yr49cyJgxva,Everytime We Touch (Premium Edition),2010-02-12,75,197124
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,California Gurls,"Katy Perry, Snoop Dogg",6tS3XVuOyu10897O3ae7bi,Teenage Dream: The Complete Confection,2012-03-12,75,234653
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,TiK ToK,Kesha,0HPD5WQqrq7wPWR7P7Dw1i,Animal (Expanded Edition),2010-01-01,84,199693
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Teenage Dream,Katy Perry,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,2010-01-01,74,227741
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Till the World Ends,Britney Spears,38iU2jg98IZZEIJPrP7aWD,Femme Fatale (Deluxe Version),2011-03-28,66,237946
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,We Found Love,"Rihanna, Calvin Harris",6qn9YLKt13AGvpq9jfO8py,Talk That Talk,2011-11-18,84,215226
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Stronger (What Doesn't Kill You),Kelly Clarkson,6D60klaHqbCl9ySc8VcRss,Stronger (Deluxe Version),2011-10-24,65,221946
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Burn,Ellie Goulding,0xMd5bcWTbyXS7wPrBtZA6,Halcyon Days,2013-01-01,58,231211
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Call Me Maybe,Carly Rae Jepsen,3TGRqZ0a2l1LRblBkJoaDx,Kiss (Deluxe),2012-01-01,73,193400
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",0puf9yIluy9W0vpMEUoAnN,Sweet Talker (Deluxe Version),2014-10-10,81,199386
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Dance The Night - From Barbie The Album,Dua Lipa,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night (From Barbie The Album),2023-05-25,80,176579
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Drive By,Train,0KAiuUOrLTIkzkpfpn9jb9,California 37,2012-04-17,78,195973
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,You Make Me Feel... (feat. Sabi),"Cobra Starship, Sabi",16Of7eeW44kt0a1M0nitHM,Night Shades,2011-08-29,73,215693
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Take It Off,Kesha,0WCiI0ddWiu5F2kSHgfw5S,Animal (Expanded Edition),2010-01-01,73,215200
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Girls Just Want to Have Fun,Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe,She's So Unusual,1983-10-14,82,238120
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,The Edge Of Glory,Lady Gaga,0JNdS1n0ifOP25XvhwAMgM,Born This Way,2011-01-01,63,320586
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,We R Who We R,Kesha,3LUWWox8YYykohBbHUrrxd,Cannibal (Expanded Edition),2010-11-19,75,204760
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),2021-07-09,81,141805
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Raise Your Glass,P!nk,1gv4xPanImH17bKZ9rOveR,Raise Your Glass,2010-10-05,76,202960
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Die Young,Kesha,7EQGXaVSyEDsCWKmUcfpLk,Warrior (Expanded Edition),2012-11-30,79,211920
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Naturally,Selena Gomez & The Scene,1YaVmBh7EAeR54FIjuFcb5,Kiss & Tell,2009-01-01,65,202586
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",0Hf4aIJpsN4Os2f0y0VqWl,Global Warming: Meltdown (Deluxe Version),2012,80,229500
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,One More Night,Maroon 5,4XNrMwGx1SqP01sqkGTDmo,Overexposed (Deluxe),2012-01-01,75,219466
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,I Need Your Love (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",05SBRd4fXgn8FX7bf8BCAE,18 Months,2012-10-29,75,234506
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",0qOnSQQF0yzuPWsXrQ9paz,The Papercut Chronicles II,2011-11-11,84,210960
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Firework,Katy Perry,4lCv7b86sLynZbXhfScfm2,Teenage Dream: The Complete Confection,2012-03-12,71,227880
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Break Your Heart,"Taio Cruz, Ludacris",0WyrV2BjeXmQjlHHdfV9nJ,Rokstarr,2010-01-01,57,186266
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",32OlwWuMpZ6b0aN2RZOeMS,Uptown Special,2015-01-12,84,269658
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,22 (Taylor's Version),Taylor Swift,3yII7UwgLF6K5zW3xad3MP,Red (Taylor's Version),2021-11-12,69,230960
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Hey Ya!,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,Speakerboxxx/The Love Below,2003,82,235213
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,This Is What You Came For,"Calvin Harris, Rihanna",0azC730Exh71aQlOt9Zj3y,This Is What You Came For,2016-04-29,79,221900
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Get This,The All-American Rejects,5El8KGV9xfrBctyTZp1n6R,Get This,2025-11-28,51,199632
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Heartbeat Song,Kelly Clarkson,7FC9Lng8iXU081lbigu8m8,Piece By Piece (Deluxe Version),2015-02-27,60,198741
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,2Lhdl74nwwVGOE2Gv35QuK,The Papercut Chronicles,2005-02-22,77,243773
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,gigolo,bbno$,6DYul32gElizGgTrtRYrNY,gigolo,2025-09-30,77,118461
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Wide Awake,Katy Perry,5JLv62qFIS1DR3zGEcApRt,Teenage Dream: The Complete Confection,2012-03-12,76,220946
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Sunsets and Cigarettes,Mark Tuan,4xk3VG8GMiS65iBtUyZ209,Silhouette,2025-11-07,65,190496
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Lights,Ellie Goulding,11ozIUBoXAgRTVWelDn4pL,An Introduction To Ellie Goulding EP,2010-01-01,71,244266
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,I Hate You So Much - (Feat. Xzibit),"Sweet Love, Xzibit",3f5PETyUstVweodMNS0cB2,I Hate You So Much (Feat. Xzibit),2025-09-12,43,137812
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Good Time,"Owl City, Carly Rae Jepsen",1kPpge9JDLpcj15qgrPbYX,The Midsummer Station,2012-08-17,77,205933
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Like You,Zai1k,2kQRIFBdyxF43XnC45Oeic,Like You,2025-10-14,52,148474
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Good Feeling,Flo Rida,2LEF1A8DOZ9wRYikWgVlZ8,Wild Ones,2012-06-22,80,248133
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Flip Dat - feat. Babyface Ray,"Ashwin Gane, Babyface Ray",2V4BFK5l3cXhPXikBTQBxt,Flip Dat,2025-09-26,54,193000
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Born This Way,Lady Gaga,6r2BECwMgEoRb5yLfp0Hca,Born This Way (Special Edition),2011-01-01,69,260252
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Red Ferrari,Liza Soberano,5wFDd34W3cCjz60bLqUYrL,Red Ferrari,2025-11-14,50,124637
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Timber,"Pitbull, Kesha",3cHyrEgdyYRjgJKSOiOtcS,Global Warming: Meltdown (Deluxe Version),2012,82,204134
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,I'm So In Love With You,Shelita,5pgPcv7UlnbUoL6u6zTvjV,I'm So In Love With You,2025-11-14,45,157781
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Dynamite,Taio Cruz,1DqdF42leyFIzqNDv9CjId,Rokstarr,2010-01-01,71,203866
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Know This (Feat. Miley Cyrus),"Braison Cyrus, Miley Cyrus",2GcqT7vCpcFUoApmkoCqRG,Know This (Feat. Miley Cyrus),2025-09-05,60,219674
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Don't Stop The Music,Rihanna,1Jo0Zg7XlrA6z0mFTZVdkn,Good Girl Gone Bad,2007-01-01,76,267080
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,No Lies (NASCAR),We The Band,4LwTiKWO13jkpfRwv1ycL7,No Lies (NASCAR),2025-11-14,40,150515
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",6lV2MSQmRIkycDScNtrBXO,B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,79,180480
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Black Velvet,Camille Parker,21WxCbKogZAiXTx2vu4qQI,Black Velvet,2025-10-10,34,123176
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Eenie Meenie,"Sean Kingston, Justin Bieber",4vVTI94F9uJ8lHNDWKv0i2,Eenie Meenie,2010-03-23,80,201946
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Good Man,Hilary Roberts,1zIfJazfyTNoWsLuUXFgPF,Hilary Roberts,2020-09-04,41,197855
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Crazy In Love (feat. JAY-Z),"Beyoncé, JAY-Z",5IVuqXILoxVWvWEPm82Jxr,Dangerously In Love,2003-06-24,79,236133
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Eggshell Tap Dancer,The All-American Rejects,2zzjpwG8wu3skr08m7rM6e,Eggshell Tap Dancer,2025-10-24,57,227171
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,In My Head,Jason Derulo,6St9lR6dhV2tpCNVz7qfrS,Jason Derulo (International),2010-02-26,70,199026
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Eazy (feat. Lil Eazy-E),"Bone Thugs-N-Harmony, Lil Eazy-E, Krayzie Bone, Layzie Bone, Flesh-n-Bone",7pU25z7EWQSqjDkrbGVcyM,Eazy (feat. Lil Eazy-E),2025-10-17,49,206438
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Trip,"A2O, A2O MAY, A2O SHIJIE",2H6cMXx0Kmj6XlbMx4BYi9,PAPARAZZI ARRIVE,2025-10-24,49,195946
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,24K Magic,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,24K Magic,2016-11-17,83,225983
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Hot (Cut Water),"Big Jude, Snug",1laJP8wLuA8oVnfREaCPxr,Hot (Cut Water),2025-09-30,41,102296
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Just Dance,"Lady Gaga, Colby O'Donis",5vQXxfGn1bjv5WESrYVVpw,Just Dance,2008-01-01,45,244440
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,PAPARAZZI ARRIVE - English Ver.,"A2O, A2O MAY",4V1Sh9Y2z6e8HpzNOet5rC,PAPARAZZI ARRIVE,2025-10-24,58,173413
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Heartbreaker,Justin Bieber,2GCKWEsbb0Xo1oodTOKVi1,Journals,2014-05-13,68,262840
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Flip Dat,Ashwin Gane,7CcEtckWw4EveMUwUCxEIf,Flip Dat,2025-09-26,42,194732
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,We Found Love,"Rihanna, Calvin Harris",5uImkHXfTLkNYwemtGH7kB,Talk That Talk (Deluxe),2012-07-18,4,215226
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Lifeline,Gavin Magnus,5d2zTko0PeYGES1C9JdANU,Lifeline,2025-11-21,38,227213
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Party In The U.S.A.,Miley Cyrus,5Q0Nhxo0l2bP3pNjpGJwV1,The Time Of Our Lives,2009-01-01,76,202066
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Niki Lauda,Bad Boy Chiller Crew,3W3PLfgvu6verjJJlIKrH7,Niki Lauda,2025-10-17,44,151522
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,"Summer, Don't",rpkprincess,2UiHDk9HFJwUVecs8tg7v3,"Summer, Don't",2025-09-19,47,232654
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Super Bass,Nicki Minaj,3hlksXnvbKogFdPbpO9vel,Pink Friday (Complete Edition),2010-11-22,79,200013
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,greece n' paris,Orlando Kallen,1i8OulO4qZquTNtQ0jwmH7,greece n' paris,2025-08-08,46,193103
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Blank Space (Taylor's Version),Taylor Swift,45wMBGri1PORPjM9PwFfrS,1989 (Taylor's Version),2023-10-26,73,231833
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,5 minutes,Jake Marsh,7ljqWSW9e48cM85pQCYIU4,5 minutes,2025-04-11,31,144615
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,One More Round,"JUVENILE, 2'Live Bre",4dEWcGqhquBWkWIJHWAV46,One More Round,2025-10-24,48,166471
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Come & Get It,Selena Gomez,6LoQHIo74tOzQ8EsLEkhgF,Stars Dance (Bonus Track Version),2013-01-01,71,231986
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Feel This,The Living Proof,5UP95uxcAIQuF0IAZxlxfR,Feel This,2025-11-13,32,167441
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Here's to Never Growing Up,Avril Lavigne,0qwcGscxUHGZTgq0zcaqk1,Avril Lavigne (Expanded Edition),2013-11-01,66,214320
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Where,Akros,5Z7cJf7HQkDlogAaVcRMfS,Where,2025-11-07,47,137600
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Munch Crunch,Boss Loc,6CColHxVzeQC3PYeQ3gU7M,Munch Crunch,2025-11-21,14,118491
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Trumpets,Jason Derulo,5KONnBIQ9LqCxyeSPin26k,Talk Dirty,2013-09-16,61,217419
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Antidote,Shannon K,5OBOu5lWCI2IXdX1h63NPg,Antidote,2025-08-20,23,187317
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Pon de Replay,Rihanna,4TsmezEQVSZNNPv5RJ65Ov,Music Of The Sun,2005-08-29,80,246960
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,4get Me,Moyoswrld,4IRD51pWOlliU8Lu3IcWFt,4get Me,2025-11-11,35,120000
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Your Love Is My Drug,Kesha,3uoQULcUWfnt6nc6J7Vgai,Animal,2010,0,187133
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Like A G6,"Far East Movement, The Cataracs, DEV",4DvhkX2ic4zWkQeWMwQ2qf,Free Wired,2010-01-01,72,216893
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,She knows,N'John,5h68g8gwmufHGXnodXvIDN,LA LA LAND,2025-11-21,41,140313
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,SOS,Rihanna,30cSNer6TV8x2utjULVeQ5,A Girl Like Me,2006-04-10,79,238920
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Part Of Me,Katy Perry,6yARPLK0PV4heEyh7pVMGz,Teenage Dream: The Complete Confection,2012-01-01,71,216160
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Still Get Like That (ft. Project Pat & Starrah),"Diplo, Project Pat, Starrah, d00mscrvll",67rW0Zl7oB3qEpD5YWWE5w,"d00mscrvll, Vol. 1",2025-10-31,47,101769
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch",3bfqkspKABT4pPicm6wC9F,The Papercut Chronicles II,2011-11-11,64,222213
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,SAPIOSEXUALITY,BrokinPaper,7dWjT1a7pojZztJ4Sge5wO,THE MASLOW EP,2019-10-24,41,213600
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Slow Down,Selena Gomez,2OsEJFTfzfjG4oC92cuP2c,Stars Dance (Bonus Track Version),2013-01-01,65,210293
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Desperation,Tolou,2MuXakEI8f8cj3jxFiTqPh,Desperation,2025-11-07,44,143912
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Last Friday Night (T.G.I.F.),Katy Perry,3avYqdwHKEq8beXbeWCKqJ,Teenage Dream,2010-01-01,77,230733
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Mo Money (feat. Jadakiss),"Justina Valentine, Jadakiss",10resTtKxVLJNT0KnY4NFP,Mo Money (feat. Jadakiss),2023-10-06,38,186514
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,S&M,Rihanna,7ySUcLPVX7KudhnmNcgY2D,Loud,2010-01-01,85,243600
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Spells,"Denali, Kaz Gamble",6A9gL5Fz3AEtAU9QDriYS5,Spells,2025-10-17,39,222110
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,A Million,Nicholas Wells,0tx1p2WCg5wcXlMM0DFtRv,Before Seventeen,2025-05-23,34,226701
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Gang Activity (ft. Kordhell & Project Pat),"Diplo, Kordhell, Project Pat, d00mscrvll",1DKJ29QZALfnxl1NKupZhE,"d00mscrvll, Vol. 1",2025-10-31,48,92307
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,Circus (Deluxe Version),2008-12-02,80,224034
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,No Jonze,Patoranking,1SCdGgPJpO3r4e92NhqG6g,No Jonze,2025-10-15,50,157391
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,True,2013-09-16,86,247426
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Starships,Nicki Minaj,1oHNvJVbFkexQc0BpQp7Y4,Pink Friday ... Roman Reloaded,2011-01-01,74,210626
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Bad Boy,"KROMA, New Beat Order, Seeko",3m2dgCQagVWkSha04cZn23,Bad Boy,2025-10-10,65,147586
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Cannibal,Kesha,3JTMWdhcJPiegDSe7SvZS3,Cannibal (Expanded Edition),2010-11-19,73,194253
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Time of Our Lives,"Pitbull, Ne-Yo",2bJvI42r8EF3wxjOuDav4r,Globalization,2014-11-24,85,229358
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Just Be Kind,"Rexxx Records, OUTRID3R",1vUghpg0m9Ud0R9Tnt99H8,Just Be Kind,2025-11-06,40,170435
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Right Round,"Flo Rida, Kesha",3GpbwCm3YxiWDvy29Uo3vP,R.O.O.T.S. (Route of Overcoming the Struggle),2009-03-23,83,204640
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Pompeii,Bastille,3gbBpTdY8lnQwqxNCcf795,Bad Blood,2013-01-01,72,214147
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,SEXIFY,Nick Hissom,6hVveT2bbe26sV6TiN7a77,SEXIFY,2025-09-26,40,123000
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Just A Dream,Nelly,3ZdJffjzJWFimSQyxgGIxN,5.0,2010-11-12,79,237800
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Dark Horse,"Katy Perry, Juicy J",5jrdCoLpJSvHHorevXBATy,PRISM (Deluxe),2013-10-18,75,215672
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,BOSS - English Ver.,"A2O, A2O MAY",19A7srqQSXoW14muGyiHjg,PAPARAZZI ARRIVE,2025-10-24,47,175746
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Glad You Came,The Wanted,3AGOgQzp0YcPH41u9p7dOp,The Wanted (Special Edition),2012-01-01,60,198186
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Uptown To BK - Remix,"Cartier J, Mr.Chicken",0wWLIGsg0c9gXuXcOFGqNQ,Uptown To BK (Remix),2025-10-11,29,178773
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Since U Been Gone,Kelly Clarkson,3xrn9i8zhNZsTtcoWgQEAd,Breakaway,2004-01-17,75,188960
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,2nd To Me,"Christian Kennedy, Neek Bucks",6wi4GsP24EbQK8xrFl9tqI,2nd To Me,2025-10-13,40,195719
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Umbrella,"Rihanna, JAY-Z",2yPoXCs7BSIUrucMdK5PzV,Good Girl Gone Bad,2007-01-01,75,275986
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,So What,P!nk,0JiY190vktuhSGN6aqJdrt,Funhouse (Expanded Edition),2008-10-24,77,215160
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Talk Tonight,Kenzo Cregan,2AeE8YVDtQmu3yYDR8Odlh,Talk Tonight,2025-07-25,44,186000
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Counting Stars,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,Native,2014-01-01,73,257840
c,White girl bangers🤭,60LCaGVRasT3oZ9slfyoDG,Evisu Jeans,"LOSTBOYBK, Delivery Boys",3k4LwiFdNNuPx3E7N7KqUo,Evisu Jeans,2025-07-31,37,148732
